City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,quibdo,5.6947,-76.6611,300.15,88,90,0.74,CO,1701094010
364,barclayville,4.6797,-8.2339,301.17,75,86,1.21,LR,1701093864
365,hastings,50.8552,0.5729,284.81,39,99,7.27,GB,1701094010
366,kenora,49.8167,-94.4337,258.69,78,100,6.17,CA,1701093863
367,mbanza kongo,-6.267,14.2401,296.48,88,97,1.62,AO,1701094010
368,newman,37.3138,-121.0208,274.28,63,8,0.6,US,1701093872
369,salahonda,2.1019,-78.7217,299.52,84,8,2.78,CO,1701094010
370,alo,7.4178,6.7371,307.27,43,23,1.89,NG,1701094011
371,pielavesi,63.2333,26.75,260.53,89,81,4.27,FI,1701094011
372,rambervillers,48.3424,6.6358,275.68,97,100,7.37,FR,1701094011
373,holualoa,19.6228,-155.9522,294.14,85,20,4.12,US,1701093780
374,akureyri,65.6835,-18.0878,273.11,86,0,1.03,IS,1701093890
375,itabira,-19.6192,-43.2269,299.16,57,81,2.66,BR,1701094011
376,sitia,35.2,26.0986,291.47,46,41,8.31,GR,1701094011
377,utrik,11.2278,169.8474,300.89,75,54,9.75,MH,1701093787
378,tuy hoa,13.0833,109.3,296.6,83,85,6.03,VN,1701093877
379,hirara,24.8,125.2833,296.07,68,100,7.2,JP,1701093881
380,mysliborz,52.9238,14.8679,273.42,76,100,2.32,PL,1701094011
381,pangkalpinang,-2.1333,106.1333,298.25,92,100,2.55,ID,1701094012
382,kulhudhuffushi,6.6221,73.07,301.16,78,89,4.59,MV,1701094012
383,yuncheng,35.0231,110.9928,279.12,32,0,1.48,CN,1701094012
384,dong ha,16.8163,107.1003,294.99,83,64,1.94,VN,1701094012
385,yesilyurt,38.2972,38.2497,278.12,56,97,4.27,TR,1701094012
386,gurupi,-11.7292,-49.0686,306.17,45,70,2.11,BR,1701093902
387,fuerte olimpo,-21.0415,-57.8738,305.78,51,30,5.11,PY,1701094012
388,maych'ew,12.7875,39.5422,290.71,44,66,3.97,ET,1701094012
389,hotan,37.0997,79.9269,278.9,25,100,1.53,CN,1701094012
390,ad dabbah,18.05,30.95,307.85,14,26,7.34,SD,1701093857
391,haslingden,53.7033,-2.3238,278.23,92,100,1.79,GB,1701094013
392,papao,-17.75,-149.55,296.97,85,26,8.63,PF,1701094013
393,christchurch,-43.5333,172.6333,286.43,88,92,2.57,NZ,1701093556
394,tarija,-21.5355,-64.7296,296.1,60,40,2.06,BO,1701094013
395,bikenibeu village,1.3673,173.1241,301.13,83,75,0.0,KI,1701093796
396,gejiu,23.306,103.1635,281.8,83,56,1.23,CN,1701094013
397,uturoa,-16.7333,-151.4333,299.5,75,80,7.17,PF,1701093767
398,beyneu,45.3167,55.2,286.66,53,13,5.41,KZ,1701094013
399,belmonte,-15.8631,-38.8828,301.87,58,38,3.85,BR,1701093768
400,glace bay,46.1969,-59.957,278.03,80,72,5.36,CA,1701094014
401,kruisfontein,-34.0033,24.7314,298.45,39,6,5.37,ZA,1701094014
402,tarawa,1.419,172.984,301.2,83,75,0.0,KI,1701093795
403,puerto santa,-8.9906,-78.6456,292.63,86,92,3.72,PE,1701094014
404,el-tor,28.2364,33.6254,295.62,36,50,9.9,EG,1701094014
405,mili,6.0815,171.735,301.59,80,100,8.49,MH,1701093775
406,queenstown,-31.8976,26.8753,307.64,17,4,6.0,ZA,1701093799
407,okakarara,-20.5833,17.4333,308.95,14,95,6.13,NA,1701094014
408,blythe,33.6103,-114.5964,285.4,28,0,4.12,US,1701094014
409,ornskoldsvik,63.2909,18.7153,262.68,79,75,5.14,SE,1701094014
410,benoni,-26.1885,28.3208,307.18,23,88,3.69,ZA,1701094015
411,znamenskoye,57.1281,73.8282,268.92,94,55,3.49,RU,1701094015
412,kolonia town,6.964,158.206,301.49,75,100,7.63,FM,1701094015
413,atamyrat,37.8357,65.2106,293.01,26,0,4.18,TM,1701094015
414,sinabang,2.4803,96.3801,299.54,84,100,2.08,ID,1701093773
415,rudsar,37.1376,50.288,294.91,48,4,3.35,IR,1701094015
416,haiku-pauwela,20.9219,-156.3051,297.06,77,0,4.47,US,1701093792
417,derzhavinsk,51.1,66.3167,276.01,67,100,6.83,KZ,1701094015
418,jodhpur,26.2867,73.03,294.04,55,44,0.78,IN,1701094015
419,yelizovo,53.1873,158.3805,268.04,87,39,1.38,RU,1701094016
420,yung shue wan,22.2333,114.1167,295.83,72,4,3.44,HK,1701094016
421,edremit,39.5961,27.0244,282.01,57,40,2.57,TR,1701094016
422,slavyanka,42.8633,131.3847,271.63,84,100,1.86,RU,1701094016
423,robore,-18.3333,-59.75,305.2,62,40,6.17,BO,1701093796
424,hammam bou hadjar,35.3789,-0.9678,292.76,58,9,6.51,DZ,1701094016
425,borodulikha,50.7184,80.9295,272.6,80,100,5.35,KZ,1701094016
426,lorengau,-2.0226,147.2712,300.61,77,15,0.82,PG,1701094016
427,beinamar,8.6698,15.3813,311.08,15,28,3.21,TD,1701094017
428,fisterra,42.9049,-9.2629,289.27,81,99,2.96,ES,1701093803
429,qarazhal,48.0078,70.7903,279.48,43,100,6.38,KZ,1701094017
430,hamilton,39.1834,-84.5333,274.13,79,100,4.12,US,1701093815
431,san luis de la loma,17.2706,-100.8939,298.91,72,88,1.62,MX,1701093861
432,lagoa santa,-19.6272,-43.8897,301.69,44,40,3.09,BR,1701094017
433,luocheng,29.3848,104.0286,288.4,75,100,1.26,CN,1701094017
434,kirensk,57.7853,108.1119,255.91,99,98,0.89,RU,1701094017
435,arawa,-6.2132,155.5367,298.5,91,100,1.13,PG,1701094017
436,acapulco de juarez,16.8634,-99.8901,298.05,88,75,2.06,MX,1701093674
437,allapalli,19.4167,80.0667,297.09,79,98,1.21,IN,1701094017
438,virginia,37.5481,-77.4467,282.14,87,20,4.63,US,1701094017
439,miles city,46.4083,-105.8406,267.69,93,0,2.57,US,1701093883
440,revda,56.801,59.9303,271.99,85,100,4.62,RU,1701094018
441,kimbe,-5.5502,150.1429,298.01,93,100,1.22,PG,1701093774
442,paita,-5.0892,-81.1144,294.92,74,71,5.23,PE,1701094018
443,moramanga,-18.9333,48.2,299.92,53,3,3.39,MG,1701094018
444,phan thiet,10.9333,108.1,298.84,76,100,3.44,VN,1701093868
445,nova vicosa,-17.8919,-39.3719,298.25,79,99,1.39,BR,1701093882
446,kerouane,9.2667,-9.0167,303.06,49,82,1.34,GN,1701094018
447,aswan,24.0934,32.907,298.58,22,24,7.6,EG,1701094018
448,cardoso,-20.0819,-49.9142,302.97,50,100,4.21,BR,1701093889
449,khudaganj,28.15,79.7167,292.36,55,38,1.96,IN,1701094019
450,guatire,10.4762,-66.5427,302.15,69,12,1.69,VE,1701094019
451,shimoda,34.6667,138.95,287.1,82,24,6.36,JP,1701093836
452,pisco,-13.7,-76.2167,295.18,68,0,4.12,PE,1701094019
453,al jawf,29.5,38.75,292.74,33,1,5.39,SA,1701093895
454,balqash,46.8481,74.995,279.41,54,100,6.39,KZ,1701094019
455,acarau,-2.8856,-40.12,304.94,53,1,7.36,BR,1701094019
456,ghogha,21.6833,72.2833,298.8,64,15,2.63,IN,1701094019
457,chiredzi,-21.05,31.6667,311.01,16,0,4.75,ZW,1701094019
458,vuktyl,63.8567,57.3094,263.21,91,100,1.79,RU,1701094019
459,osijek,45.5511,18.6939,281.16,65,0,4.63,HR,1701094019
460,blackwater,-23.5833,148.8833,294.09,100,100,5.34,AU,1701094020
461,island harbour,50.724,-1.2758,285.49,84,98,2.68,GB,1701094020
462,jangaon,17.7167,79.1833,296.9,69,11,2.53,IN,1701094020
463,northam,51.0333,-4.2167,283.85,90,56,9.87,GB,1701094020
464,phillip island,-38.4835,145.231,288.42,89,73,3.71,AU,1701094020
465,guerrero negro,27.9769,-114.0611,289.56,66,83,3.27,MX,1701093799
466,quthing,-30.4,27.7003,308.15,11,10,5.74,LS,1701094020
467,natal,-5.795,-35.2094,299.51,94,75,2.06,BR,1701094020
468,tual,-5.6667,132.75,301.67,74,99,2.44,ID,1701093886
469,bubaque,11.2833,-15.8333,299.77,65,3,1.23,GW,1701093835
470,frydlant nad ostravici,49.5928,18.3597,274.35,88,100,1.63,CZ,1701094021
471,nha trang,12.25,109.1833,300.15,83,98,5.1,VN,1701094021
472,iglino,54.8324,56.4126,276.2,82,4,2.48,RU,1701094021
473,san ignacio de velasco,-16.3667,-60.95,303.7,51,52,3.6,BO,1701094021
474,sosnovyy bor,59.9,29.1167,268.07,81,100,11.39,RU,1701094021
475,figuig (centre),32.1089,-1.2286,292.26,13,0,2.83,MA,1701094021
476,mount gambier,-37.8333,140.7667,283.3,80,68,3.76,AU,1701094021
477,rio grande,-32.035,-52.0986,299.21,79,100,5.89,BR,1701094021
478,khark,29.2614,50.3306,297.42,72,0,2.04,IR,1701094022
479,moroni,-11.7022,43.2551,301.3,74,49,2.37,KM,1701093795
480,vilyuysk,63.7553,121.6247,258.15,90,100,4.02,RU,1701093815
481,nieuw amsterdam,5.8833,-55.0833,304.27,73,40,3.09,SR,1701094022
482,muncar,-8.4333,114.3333,299.61,80,100,1.77,ID,1701094022
483,sultanah,24.4926,39.5857,305.4,22,0,4.12,SA,1701094023
484,manacapuru,-3.2997,-60.6206,303.91,60,27,0.95,BR,1701093764
485,oriximina,-1.7656,-55.8661,305.29,52,24,1.55,BR,1701094023
486,piacabucu,-10.4056,-36.4344,302.93,59,27,4.97,BR,1701094023
487,konjic,43.6519,17.9614,275.64,93,100,2.98,BA,1701094024
488,luwuk,-0.9516,122.7875,299.05,86,67,0.96,ID,1701094024
489,bassar,9.25,0.7833,307.64,35,29,0.23,TG,1701094024
490,margate,51.3813,1.3862,283.09,92,100,2.68,GB,1701093673
491,muroto-misakicho,33.2833,134.15,290.58,80,35,4.24,JP,1701094025
492,santa rosalia,27.3167,-112.2833,287.72,80,31,1.72,MX,1701094025
493,khilok,51.3674,110.4676,256.02,94,95,2.88,RU,1701094025
494,odzak,45.0111,18.3267,279.31,57,100,3.88,BA,1701094025
495,vreed-en-hoop,6.8093,-58.198,304.33,80,100,3.63,GY,1701094026
496,kosh-agach,50.0,88.6667,259.43,90,17,0.45,RU,1701094026
497,quelimane,-17.8786,36.8883,304.12,62,40,4.63,MZ,1701094026
498,sao jose da coroa grande,-8.8978,-35.1478,301.87,64,47,4.22,BR,1701094026
499,rio gallegos,-51.6226,-69.2181,285.71,47,100,9.21,AR,1701094027
500,dali,25.7,100.1833,284.01,73,84,0.99,CN,1701094027
501,brisas de zicatela,15.8369,-97.0419,297.44,78,40,3.09,MX,1701093897
502,sao vicente,-23.9631,-46.3919,301.63,51,100,0.89,BR,1701094027
503,alaghsas,17.0187,8.0168,306.33,16,100,1.04,NE,1701094027
504,sarmiento,-45.5882,-69.07,291.42,37,100,8.44,AR,1701094027
505,kandri,21.4167,79.2667,294.91,69,76,2.16,IN,1701094028
506,lamu,-2.2717,40.902,301.01,75,100,3.39,KE,1701094028
507,simanggang,1.2472,111.4528,296.8,97,99,0.69,MY,1701094028
508,ibarreta,-25.2144,-59.8585,295.45,98,100,1.02,AR,1701094028
509,vrangel',42.7297,133.0839,273.33,86,99,2.73,RU,1701094028
510,naze,28.3667,129.4833,291.66,68,57,5.23,JP,1701093792
511,nampula,-15.1165,39.2666,302.88,48,100,4.6,MZ,1701094029
512,ascension,30.2169,-90.9001,280.37,77,0,3.09,US,1701093806
513,bonthe,7.5264,-12.505,303.26,66,37,3.89,SL,1701093807
514,barra,-11.0894,-43.1417,304.6,27,0,3.86,BR,1701093784
515,vigan,17.5747,120.3869,299.62,82,8,2.17,PH,1701094030
516,puerto madero,14.7208,-92.4215,299.25,76,12,2.18,MX,1701094030
517,whistler,50.1164,-122.9695,272.35,65,100,0.7,CA,1701093888
518,waingapu,-9.6567,120.2641,300.78,80,93,0.55,ID,1701093899
519,tagiura,32.8817,13.3506,293.45,33,5,1.27,LY,1701094031
520,lucea,18.451,-78.1736,302.51,72,2,4.5,JM,1701094031
521,bhadarwah,32.9833,75.7167,284.45,56,100,1.33,IN,1701094031
522,djambala,-2.5447,14.7533,295.35,86,100,1.26,CG,1701094032
523,tuskegee,32.424,-85.6916,278.76,100,37,1.79,US,1701094032
524,isla vista,34.4133,-119.861,288.4,45,0,0.45,US,1701094032
525,vernon,50.2581,-119.2691,276.35,86,100,0.51,CA,1701093825
526,kuybyshev,55.4475,78.3218,265.62,95,82,3.57,RU,1701094032
527,alofi,-19.0595,-169.9187,297.09,94,100,2.57,NU,1701093897
528,wasilkow,53.1991,23.2078,268.25,84,88,2.24,PL,1701094033
529,kerema,-7.9631,145.7785,299.52,89,100,1.17,PG,1701094033
530,aripuana,-9.1667,-60.6333,307.56,41,64,0.45,BR,1701094033
531,bondo,3.8146,23.6866,302.53,64,81,0.29,CD,1701094033
532,yangambi,0.8102,24.4336,304.59,50,100,1.36,CD,1701093812
533,mawlamyinegyunn,16.3833,95.2667,297.96,75,10,3.27,MM,1701094033
534,pauini,-7.7136,-66.9764,296.97,95,100,0.69,BR,1701094033
535,ocean city,39.2776,-74.5746,282.58,82,51,2.68,US,1701093932
536,sabha,27.0377,14.4283,295.09,18,86,4.38,LY,1701094034
537,tabou,4.423,-7.3528,302.09,68,97,1.97,CI,1701094034
538,likiep,9.8251,169.3107,300.9,78,52,10.2,MH,1701094034
539,vina del mar,-33.0246,-71.5518,290.55,84,100,3.09,CL,1701093933
540,banamba,13.55,-7.45,308.74,11,8,2.64,ML,1701094035
541,mariehamn,60.0973,19.9348,268.05,73,75,4.12,AX,1701094035
542,ratnagiri,16.9833,73.3,300.16,75,5,2.81,IN,1701094035
543,afif,23.9065,42.9172,300.35,27,8,2.63,SA,1701094036
544,twon-brass,4.3151,6.2418,301.43,74,100,2.79,NG,1701094036
545,nanao,37.05,136.9667,287.69,78,82,4.81,JP,1701093868
546,floro,61.5996,5.0328,278.69,60,20,3.09,NO,1701094036
547,rongelap,11.1635,166.8941,300.93,77,8,10.32,MH,1701093812
548,saudarkrokur,65.7461,-19.6394,277.01,83,99,6.09,IS,1701093851
549,xining,36.6167,101.7667,274.23,37,1,0.87,CN,1701094037
550,itoman,26.1247,127.6694,295.16,68,20,7.2,JP,1701094037
551,przasnysz,53.0191,20.8803,269.37,91,19,1.34,PL,1701094037
552,tosontsengel,48.7567,98.2839,257.3,99,94,1.38,MN,1701094037
553,berbera,10.4396,45.0143,300.72,65,32,4.2,SO,1701094037
554,hoemul-li,41.4339,129.67,274.91,96,100,2.37,KP,1701094038
555,harstad,68.799,16.5293,271.01,83,23,8.94,NO,1701094038
556,moyale,3.5167,39.0584,300.46,41,3,4.3,KE,1701094038
557,bakanas,44.8081,76.2772,280.8,54,84,3.82,KZ,1701094039
558,san luis,-33.295,-66.3356,303.59,29,0,1.81,AR,1701094039
559,yabelo,4.8833,38.0833,295.83,38,2,4.41,ET,1701094039
560,beliator,23.3333,87.2167,296.45,47,92,0.49,IN,1701094039
561,maun,-19.9833,23.4167,311.41,10,1,5.73,BW,1701094040
562,gorontalo,0.5412,123.0595,297.65,96,99,1.2,ID,1701094040
563,buncrana,55.1333,-7.45,282.02,68,22,5.83,IE,1701094040
564,sao joao da barra,-21.6403,-41.0511,301.2,73,40,5.04,BR,1701094041
565,alto araguaia,-17.3147,-53.2153,304.12,40,100,5.32,BR,1701094041
566,sampit,-2.5333,112.95,297.23,90,64,0.65,ID,1701094041
567,lerwick,60.1545,-1.1494,278.15,79,100,2.17,GB,1701094041
568,la sarre,48.8002,-79.1996,270.83,95,100,4.19,CA,1701093771
569,cles,46.3667,11.0333,279.35,32,93,1.5,IT,1701094041
570,san rafael del sur,11.8485,-86.4384,300.02,76,75,5.42,NI,1701094042
571,manggar,-2.8833,108.2667,299.28,85,100,2.96,ID,1701094042
572,aleksandrov gay,50.147,48.5704,277.71,84,100,4.22,RU,1701094042
573,kenai,60.5544,-151.2583,275.42,98,100,0.0,US,1701094042
574,luuq,3.7938,42.5445,307.04,30,98,4.85,SO,1701094043
575,sinop,41.7711,34.8709,275.56,48,78,6.5,TR,1701093859
576,akdepe,42.0551,59.3788,290.2,21,100,4.95,TM,1701093883
577,arkhara,49.4212,130.0842,253.3,97,100,1.4,RU,1701094043
578,dryden,49.7833,-92.7503,257.31,72,100,4.63,CA,1701093806
579,hnidyn,50.329,30.7106,272.64,91,100,9.73,UA,1701094043
580,kokopo,-4.352,152.2633,298.9,86,47,1.55,PG,1701094044
581,zyryanskoye,56.8306,86.6258,258.21,99,82,1.38,RU,1701094044
582,carolina beach,34.0352,-77.8936,283.19,92,100,5.29,US,1701094044
583,sierra grande,-41.606,-65.3557,290.31,38,67,10.47,AR,1701094044
584,prince rupert,54.3161,-130.3201,280.2,93,100,3.6,CA,1701094045
585,camana,-16.6228,-72.7111,295.13,69,32,3.95,PE,1701094045
586,racale,39.9631,18.0938,286.39,60,84,6.24,IT,1701094045
587,luanda,-8.8368,13.2343,300.15,83,75,3.6,AO,1701093991
588,al burayqah,30.4062,19.5739,292.81,41,100,2.87,LY,1701094045
